reviewContent,ground_truth_aspects
"বর্ণনা অনুযায়ী এবং টিনের বাক্সসহ নেসক্যাফে খুব ভালো ছিল, কিন্তু দুঃখের বিষয় এটি লজিস্টিকসের কারণে কিছুটা বেঁকে গেছে।",packaging
আমি ইন্দোনেশীয়ান কফিটা পছন্দ করি। কিন্তু হাতে পাওয়ার পর দেখি ইন্ডিয়ান কফি এটা। প্যাকেজিং আর ডেলিভারি ম্যান দুটোই ভাল ছিল,"product, packaging, rider"
এটা পড়ে নিই নাই সেলার কে বলছে ছিলনা রাইডারকে বলছি যেটা নিবনা রাইডার অন্য কারো কাছে বিক্রি করে দিয়েছে daraz যা শুরু করছে দারাজের সাথে এমন না করলে হয়না দি কয়েন নিয়ে ফাইজলামি শুরু করছে এখন আবার ডেলিভারি চার্জ বাড়ায় দিছে,"service, delivery, seller, rider"
প্যাকেজিং খুব ভালো ছিল... এবং যেমন পণ্য চেয়েছি তেমনই পেয়েছি। ধন্যবাদ অনেক। আমি দারাজকে ভালোবাসি😊😊😊,"product, packaging"
একেতো অনেকদিন পরে পেয়েছি তারপর আবার প্যাকিং খুবই খারাপ ছিলো এটা আমাকে হতাশ করেছে। এখন দেখা যাক পন্যের মান টা কেমন হয়।,"product, delivery, packaging"
"টিন ককন্টেইনার টা সুন্দর ছিল কিন্তু কফিতে ডাস্ট বেশি, বতলের কফির কোয়ালিটি সাথে এই কফির কোয়ালিটি একদম বাজে। ",product
"টিন কন্টেইনারের সাথে কফি প্যাক পেয়েছি। যদিও কন্টেইনারে অনেকগুলো ডেন্ট আছে, তারপরও এটা আমার পছন্দ হয়েছে। নেসলের ভালো পণ্য।","product, packaging"
"দারাজ থেকে কেউ কোন প্রোডাক্ট অর্ডার করবেন না, লাস্ট যা কিছু অর্ডার করেছি সব শর্ট ডেট এর নষ্ট প্রোডাক্ট ","product, shelf"
"নেসক্যাফে কফি সম্পর্কে নতুন কিছু বলার নেই, আমি প্লাস্টিক টব সহ অর্ডার করেছিলাম কিন্তু অবাক কাণ্ড! তারা আমাকে টিন কন্টেইনার পাঠিয়েছে। ধন্যবাদ।",service
"খুব ভালো পণ্য, ডেলিভারি ব্যক্তি সহযোগিতামূলক ছিলেন, ডেলিভারি খুব দ্রুত ছিল, অর্ডার করার ৩/৪ ঘন্টার মধ্যে পৌঁছে গেছে।","product, delivery, rider"
কফি একদম পাউডার এর মতো। আমি ভেবেছিলাম অন্তত কিছুট হলেও দানাদার হবে যেমন সব কফি হয়।আমি সন্তুষ্ট না।,product
"নেস কফি এর সবচেয়ে সাশ্রয় প্যাক এটি। 
কাচের বয়াম না নিয়ে এই পাউচটি নিলে প্রায় দ্বিগুণ লাভ হয়।","product, price"
পণ্যটি ভালোভাবে প্যাক করা ছিল কিন্তু সিলটি ভাঙা। আর টিন কনটেইনারের একটি পাশে টেপ দেওয়া ছিল।,packaging
দ্বিতীয়বারের জন্য কিনলাম। প্রত্যাশা অনুযায়ী সবকিছু ঠিক আছে। বিক্রেতাকে ধন্যবাদ এবং অবশ্যই দারাজকে ধন্যবাদ।,seller
বরাবরের মতোই নেসলে ক্লাসিক কফি খেতে ভালো।  দামও মোটামুটি তুলনামূলকভাবে বাজার থেকে কমে পেয়েছি।,"product, price"
"এটি অনেক সময় নিয়েছে। আমি বুঝতে পারি এটা ১১:১১ এর একটি ঘটনা, কিন্তু দেরি ছিল স্বাভাবিকের চেয়ে বেশি।",delivery
"দাম বেশি ৷
MRP ৩৫০ টাকা + ডেলিভারি চার্জ ৩৫ টাকা = ৩৮৫ টাকা এবং কফির মান তেমন ভালো না 😞","product, price"
আলহাদুলিল্লাহ ভাল প্রোডাক্ট পেয়েছি । পেকেজিংটা আর একটু ভাল হলে ভাল হতো ।আপনারাও নিতে পারেন,"product, packaging"
আলহামদুলিল্লাহ ! সেলারকে ধন্যবাদ। ভাল একটা বাক্স দিয়েছেন। আমি সেটিস্ফাইড আলহামদুলিল্লাহ 🥰💕,"packaging, seller"
পণ্যটি যথাযথভাবে পাঠানোর জন্য সেলারকে ধন্যবাদ। যদিও এর আগে ত্রুটিপূর্ণ টিনের বক্স দিয়েছিলো।,"product, packaging, seller"
কফির স্বাদটা কেমন যেন একটু পুড়া পুড়া । রং টা ও একটু ডিপ। অন্য প্যাকেট থেকে একটু আলাদা।,product
আমি ২৪ ঘন্টার মধ্যে আমার পার্সেল পেয়েছি... এই দামে কফির মান গড়।,"product, delivery, price"
Price beshi rakhse.😡. স্টিকারের নিচে ৩৫০. আর ৩৮০ টাকার স্টিকার লাগায়ে রাখসে। বাটপার।😡,price
"অনেক ভালো একটি পণ্য, সবাই নিতে পারেন, বাজারে এর থেকে কম দামে পাওয়া যায় এখানে❤️❤️❤️","product, price"
কন্টেইনারে ডেন্টস ছিল... দয়া করে পরের বার মানসম্মত পণ্য ডেলিভারি নিশ্চিত করুন।,"delivery, packaging"
আলহামদুলিল্লাহ। পেকেজিং খুবই ভালো। চাইলে নিতে পারেন ৷ জাজাকাল্লাহ।প্রতি মাসে একটা নেই।,packaging
"হতাশাজনক। স্বাদ সত্যিই খারাপ। এটা যখন ভারতের তৈরি, তখন আর কি আশা করা যায়।",product
"ভালো অবস্থায় পেয়েছি। 
ছবি অন্তর্ভুক্ত করা হয়নি কারণ আমি সবসময় এখান থেকে অর্ডার করি...",packaging
কফিটা একটু তিতা লাগছে খেতে। নরমাল জারের কফির স্বাদ এইটার থেকে ভালো।,product
ছবিতে প্লাস্টিক কনটেইনার দেখানো হলেও ডেলিভারি পেয়েছি টিনের কনটেইনার। বাট সেটিসফাইড।,product
"আলহামদুলিল্লাহ 
ভালো ভাবে ও খুব দ্রুত সমায়ে হাতে পেয়েছি.। 
সেলার ও দারাজকে ধন্যবাদ ","delivery, seller"
পারফেক্ট পণ্য। কিন্তু পাউচ প্যাকেজে পরিমাণটা জারের তুলনায় একটু কম মনে হচ্ছে।,product
খুব সুন্দর প্রোডাক্ট এবং খুব তাড়াতাড়ি ডেলিভারি পেলাম মেয়াদ  পঁচিশ সাল পর্যন্ত,"product, delivery, shelf"
মাশাল্লাহ। প্যাকেজিং সুন্দর হইছে লাস্ট ডেটে পাইছি। তবে ঠিক আছে।ধন্যবাদ সেলার কে!,"delivery, packaging, seller, shelf"
"বিক্রেতা এবং ডেলিভারি ব্যক্তির সেবায় সন্তুষ্ট।
আপনাদের দুজনকেই ধন্যবাদ।","service, seller, rider"
আলহামদুলিল্লাহ পন্য হাতে পেয়েছি। এবার প্যাকেজিং ভালো ছিলো এজন্য সেলারকে ধন্যবাদ।,"packaging, seller"
আমি ২টি অর্ডার করেছিলাম কিন্তু তারা আমাকে ১টি পণ্য পাঠিয়েছে। আমি এটি ফেরত দিয়েছি এবং আমার রিফান্ডের জন্য অপেক্ষা করছি।,service
"""মেয়াদ পর্যাপ্ত আছে, এখনো খাইনি, আশা করছি ভালোই হবে। ভালো প্যাকিংয়ের জন্য ধন্যবাদ।""","product, packaging, shelf"
আমি খুশি। একেবারে পারফেক্ট। আমি আরও অর্ডার করব। দামও বাজারের চেয়ে কম।,"product, price"
আমি দুইটা কফি অর্ডার করেছি কিন্তু ডেলিভারী দিয়েছে একটা.....এটার সমাধান কি?????,service
"""এটা ভালো। কিন্তু স্বাদ তেমন ভালো না। নেসলে নেসক্যাফে অরিজিনাল... আরও ভালো।""",product
খুব ভালো প্যাকেজিং। ভালো মানের পণ্য ডেলিভারি দেওয়ার জন্য বিক্রেতাকে ধন্যবাদ।,"product, delivery, packaging"
৩৩১ টাকা করে ছিল। ১১-১১ অফারে ১২% বিকাশ কেশ বেক পাইছি। তাই আরো কমে পাইছি।,price
"""ধন্যবাদ। খুব কম সময়ে ডেলিভারি এবং খুব ভালো প্যাকিং। সবকিছু ঠিক আছে।""","delivery, packaging"
"২০০ গ্রাম পুরো নেই... ৫০ গ্রাম কম।
২০০ গ্রাম এর জার চার ভাগের তিন ভাগ ভরেছে।",product
টিন কনটেইনারটি সত্যিই সুন্দর। কফি সাধারণ মানের। আমি আবার কিনব।,product
পণ্যটি ভালো অবস্থায় পেয়েছি। কন্টেইনারগুলির একটি ডেন্টেড পাওয়া গেছে।,packaging
একদম অসাধারণ। বিক্রেতা এবং দারাজকে ধন্যবাদ। ভবিষ্যতে আবার কিনতে চাই।,seller
দামে আর সাধে দুটোই আমার পছন্দ হয়েছে আপনারাও নিতে পারেন সব মিলিয়ে গুড,"product, price"
কফিটা অনেক ভালো। আর সাথে টিনের বক্স টা পেয়েছি। বক্স টা অনেক সুন্দর 😊,product
"সব পণ্যই ভালো অবস্থায় ছিল, প্যাকেজিং এবং ডেলিভারিও ভালো ছিল।","product, delivery, packaging"
টিন কনটেইনারের কোনাগুলোতে ডেন্ট এবং স্ক্র্যাচ ছিল।,packaging
সময়মতো পেয়েছি এবং প্যাকেজ ভালো ছিল। নেসলে এবং দারাজকে ধন্যবাদ।,"delivery, packaging, seller"
"""সত্যি পণ্যটা খুব ভালো ছিল। অনেক দিন ব্যবহার করার পর বললাম।""",product
"""সব কিছু ঠিক ছিল, কিন্তু ডেলিভারি রাইডারের ব্যবহার কুকুরের মতো ছিল।""",rider
"ক্যাশব্যাক অফার সহ ২৩৮ টাকা পড়েছে, বাজারের থেকে অনেক কম দামে পেছি",price
ভালো অবস্থায় পেয়েছি। মেয়াদ উত্তীর্ণ হবে ২০২৪ সালে। বিক্রেতাকে ধন্যবাদ।,"seller, shelf"
পিকআপ পয়েন্ট থেকে ভালো অবস্থায় পেয়েছি। অনুমোদিত।,product
সবগুলোই অরিজিনাল  প্রোডাক্ট। কোন রকম চিন্তা না করেই নেওয়া যায়।,product
"অসাধারণ পণ্যের মান, বিক্রেতার এবং দারাজের জন্য ধন্যবাদ ❤️🌸❤️🌸","product, seller"
"কফি সঠিক সময়ে পেয়েছি, টিন কন্টেইনারটি সুন্দর এবং কার্যকর।",delivery
কোনো ক্ষতি ছাড়াই অরিজিনাল কফির সাথে ফ্রি জার পেয়েছি।,"product, packaging"
ভালো পণ্য। দাম যোগ্য। সন্তুষ্ট এবং অনুমোদিত।,"product, price"
আবারো অর্ডার করলাম এবং ঠিকঠাক বুঝে পেলাম। দারাজকে ধন্যবাদ।,"product, delivery"
"সব কিছু ঠিক আছে, কেবল বক্সটি একটু ভঙ্গ হয়ে গিয়েছে।",packaging
বাজেট কফি দিন দিন বেশি দামী হচ্ছে। কী পান করবো!,price
পাউচের সাথে আসা  বাক্সটি পেয়ে খুব খুশি হয়েছি।,product
প্যাকেজটি দ্রুত শিপ করা হয়েছে এবং ভালো অবস্থায় পেয়েছি।,"product, delivery"
"ডেলিভারি করা পণ্য ভালো ছিল, ধন্যবাদ দারাজ এবং বিক্রেতাকে।","product, seller"
এখনই পেয়েছি। মেয়াদ শেষ হবে ২৪ পর্যন্ত। প্যাকেজ ভালো ছিল।,"packaging, shelf"
"ভালো প্যাকেজিং।
ডিসকাউন্টেড দামে আসল পণ্য।","product, packaging, price"
"দাম স্টিকার লাগিয়ে বেশি রাখেন
খুবই দুঃখজনক এবং অনৈতিক","service, price"
"হু সব সময় যেটা কিনি তাই পেয়েছি,বক্সে কিছু আচর কাটা ছিল।",packaging
খুবই বাজে অভিজ্ঞতা.. ২০০ গ্রাম এর প্যাকেটে কফি অনেক কম।,"product, service"
"আলহামদুলিল্লাহ, পণ্য ভালো। দারাজ এবং বিক্রেতাকে ধন্যবাদ।","product, seller"
পুরাই পাইকারী দামে জিনিস পাওয়া যায়। খুবি ভালো লাগে।,price
গুনে ও দামে ভালোই ছিলো বাট দানাদার নয় শুধুই পাউডার,"product, price"
কফি ভালো ছিল কিন্তু টিনের ক্যানটি সামান্য বেঁকে গিয়েছিল।,"product, packaging"
আমি কফি পাউচ এবং কন্টেইনার পেয়েছি। ধন্যবাদ।,product
আসল পণ্য। আমি ১০০% সন্তুষ্ট। অনেক ধন্যবাদ।,product
কফিতে দানা বলে অলমোস্ট কিছুই নাই। একেবারে পাউডার ।,product
ভালো পণ্য। দ্রুত ডেলিভারি। অনেক ধন্যবাদ। :),"product, delivery"
কন্টেইনারটি খুব সুন্দর ছিল এবং প্যাকেজিং ভালো ছিল।,packaging
প্যাকেজিং ভালো ছিলো না। টিন বক্স বাঁকা হয়ে গেছে।,packaging
"অসাধারণ মান, আসল পণ্য। দারুণ মূল্য।","product, price"
টিন বাক্সে অনেক স্ক্র্যাচ ছিল। বাকি সবকিছু ঠিক আছে।,packaging
প্যাকেজিং ভালো.. অনুমোদিত। আসল পণ্য।,"product, packaging"
"সময়ে পেয়েছি।
পণ্য ভালো অবস্থায় ছিল।","product, delivery"
আসল পণ্য। বিক্রেতাকে ধন্যবাদ। অত্যন্ত সুপারিশ করছি।,"product, seller"
ভালো অবস্থায় পেয়েছি। মেয়াদ শেষের তারিখ ঠিক ছিল।,shelf
"ভালো অবস্থায় পেয়েছি, বিক্রেতাকে ধন্যবাদ।",seller
কফির মান ভালো কিন্তু পরিমাণে ১৫০ গ্রাম।,product
পুরোপুরি সন্তুষ্ট। সেলারের আন্তরিকতা প্রশংসনীয়।,seller
ভালোবাসলাম..... ধন্যবাদ দারাজ... সবসময় দারাজকে ভালোবাসি।,
"টিনটি বড় ছিল, আমার কফি বিন সংরক্ষণের জন্য খুব ভালো।",product
গন্ধটা অনেক ভালো লাগে। এই হোবনব সবসময় নেই।,product
"পণ্যটি ভালো ছিল, কিন্তু প্যাকেজিং খুবই খারাপ।","product, packaging"
ভালো এবং আসল পণ্য // অত্যন্ত সুপারিশ করছি,product
"আলহামদুলিল্লাহ, সব ঠিকঠাক ছিল।
সুপারিশ করছি 👍",
"ভালো অবস্থায় পেয়েছি।
আসল পণ্য।",product
ভালো প্রোডাক্ট। ধন্যবাদ সেলার। ধন্যবাদ ডারাজ।,"product, seller"
শুধু packet দিয়েছে। কোন container পাঠায়নি।,service
আসল পণ্য এবং মেয়াদ উত্তীর্ণের তারিখসহ। ধন্যবাদ দারাজ মার্ট।,"product, shelf"
ভালো পণ্য। সুন্দর কন্টেইনার। আমি এটি সুপারিশ করছি।,product
অসাধারণ পণ্য। উপহারগুলোর জন্যও ধন্যবাদ।,"product, service"
"শীর্ষ মানের পণ্য, ৩ দিনের মধ্যে ডেলিভারি করা হয়েছে।","product, delivery"
দ্বিতীয়বার কিনলাম। সুপারিশকৃত পণ্য।,product
মন মতো পণ্য পেয়েছি। দামও ঠিক আছে।,"product, price"
সব পণ্যই আসল ছিল। বিক্রেতাকে ধন্যবাদ।,"product, seller"
কফি পটটা খুব সুন্দর।পাউচ রাখার জন্য খুব ভাল,product
"দারুণ প্যাকেজিং, অক্ষত পণ্য পেয়েছি।","product, packaging"
"খুবই ভালো পণ্য ছিল, বিক্রেতাকে ধন্যবাদ।","product, seller"
এর থেকে ভাল ডীল আর হয় না।এরকম অফার আরও চাই,service
কফি প্রেমীদের জন্য মন্দ নয়। উপভোগ করার সময়।,product
আসল পণ্য এবং দীর্ঘ মেয়াদ উত্তীর্ণের তারিখ।,"product, shelf"
"সুন্দর প্যাকেজিং, দামও ছিল যুক্তিসঙ্গত।","packaging, price"
দাম অনুযায়ী খুবই ভালো নিতে পারেন চাইলে,"product, price"
এটা মনে হচ্ছে মেয়াদ উত্তীর্ণ। খারাপ গন্ধ পাচ্ছে।,"product, shelf"
As Usual.তবে কউটার গায়ে অনেক স্পট ছিলো।,packaging
ভালো পণ্য। কিন্তু প্যাকেজিং ভালো হয়নি।,"product, packaging"
খুব ভালো মানের পণ্য। সুপারিশ করছি।,product
ভালো পণ্য। দ্রুত ডেলিভারি। ধন্যবাদ দারাজ।,"product, delivery"
কফির সাথে জার পেয়ে খুশি হয়েছি।,service
"আসল পণ্য পেয়েছি, কেনাকাটায় খুশি।",product
পণ্যটি ভালো এবং অক্ষত ছিল। সুপারিশ করছি।,product
"ধন্যবাদ দারাজ এবং বিক্রেতা।
এটি খুবই ভালো ❤️",seller
ভালো ডিল। আমার প্রতি মাসের পণ্য।,service
"পুরানো পণ্য, ১ মাস পর মেয়াদোত্তীর্ণ হবে।","product, shelf"
মেয়াদোত্তীর্ণের তারিখ যথেষ্ট এবং ভালো অবস্থায় আছে।,"product, shelf"
"পণ্য ভালো ছিল, কিন্তু কফি জার বেঁকে গিয়েছিল।","product, packaging"
বাটা পুরনো এবং  ব্যবহার  করা  মনে হয়,product
ভয়াল। কিন্তু আসতে দেরি হইসে যা আসা করই নাই ।,"product, delivery"
আগের মতই অরিজিনাল । অথেনটিক,product
নাইস। মেটালের কন্টেইনার ও পেয়েছি,service
পণ্যটি ভালো ছিল। বিক্রেতাকে সুপারিশ করছি।,"product, seller"
ভালো অবস্থায় পণ্যটি পেয়েছি 🤍,product
সুন্দর পণ্য এবং ডেলিভারি দ্রুত ছিল!,"product, delivery"
হুবাহু একই পণ্য পেয়েছি,product
নেসকেফে নিয়ে নতুন করে কিছু বলার নাই।,"product, seller"
"পণ্যটি যেমন অপেক্ষাকৃত ছিল, তেমনি ছিল। ধন্যবাদ।",product
"এক কথায় সেই,
ধন্যবাদ,
সবাই নিতে পারেন",product
"ধন্যবাদ বিক্রেতা, চমৎকার  প্যাকেজিং।","packaging, seller"
অনেক ভালো। খেয়ে অর্ধেক শেষ করছি....,product
না ভালো না। কফি বিন পুরোপুরি গুঁড়া ।,product
মেয়াদোত্তীর্ণের তারিখ ১ বছরে। সুপারিশ।,shelf
সব ঠিক আছে। সরবরাহকারীকে সুপারিশ করা হয়।,seller
আলহামদুলিল্লাহ প্রোডাক্টি ভালো ছিল,product
"ভালো একদম ঠিকমতই ছিল, ১ নাম্বার 🔥",product
Nescafe বরাবরই আমার পছন্দের coffee,product
" ভালো না, এটা বাংলাদেশী পণ্য।",product
ভালো পণ্য এবং সেরা দাম।,"product, price"
ভালো  তবে দাম আরেক্টু কমানো উচিত,"product, price"
"অসাধারণ প্যাকিং, মূল্যের বন্ধু 👌","packaging, price"
"খুব সুন্দর ছিল,  চাইলে নিতে পারেন",product
এটি পুরোপুরি মূল্যবান ছিল।,price
ভালো পণ্য এবং দ্রুত ডেলিভারি।,"product, delivery"
অসাধারণ পণ্য এবং সেবা 💯,"product, service"
ভালো প্যাকেজিং এবং মূল্য সুবিধা।,"packaging, price"
নতুন পণ্য এবং ভালো প্যাকেজিং 👌,"product, packaging"
সঠিক পণ্য পাঠানোর জন্য ধন্যবাদ,product
সব কিছু ঠিক ছিল। ধন্যবাদ।,service
ভালো। কিন্তু অনেক ভালো হতে পারত।,product
আসল কফি.. আলহামদুলিল্লাহ,product
খুব ভালো আইটেম... সুপারিশ করা হচ্ছে।,product
ভালো লেগেছে... আবার কিনবো।,product
৮/১২/২৩ পর্যন্ত মেয়াদ আছে.. ভালো।,shelf
"চমৎকার জিনিস, ধন্যবাদ দারাজকে ",product
"আলহামদুলিল্লাহ, অনেক ভালো ছিলো।",product
আসল পণ্য...  খাবারে অনেক ভালো লাগে।,product
"খুব ভালো, আসল পণ্য।",product
"আমি খুব খুশি যে, এটা পেয়েছি।",
নেসক্যাফে আমার প্রিয় কফি।,
ভালো অবস্থায় পেয়েছি। সন্তুষ্ট।,product
3র্ড বার কিনেছি.. ধন্যবাদ।,
আমার কফি পেয়েছি। অনেক ধন্যবাদ!,
"ভালো পণ্য, সবাই নিতে পারেন।",product
জোস... এটি অত্যন্ত সুপারিশ করা হচ্ছে।,product
টিনের কন্টেইনার দেওয়া হয়েছে।,
অত্যন্ত পছন্দসই।,product
অরিজিনাল পণ্য। স্বাভাবিক ভাবে।,product
পেকেজিং ভালো। ঠিকঠাক পেয়েছি।,packaging
খুব ভালো ছিলো। ধন্যবাদ সেলার,"product, seller"
"ভালো পণ্য, দ্রুত বিতরণ।","product, delivery"
ভালো অবস্থায় পেয়েছি।,
পণ্যে সন্তুষ্ট হলাম।,product
ভালো পণ্য। সুপারিশ।,product
দাবাদার নয়।এমনিতে ভালই আছে।,product
"ধন্যবাদ, সুপার  ডেলিভারি।",delivery
"কফি অনেক ভালো ছিল।
ধন্যবাদ।",product
উপহারের জন্য ধন্যবাদ.. 😀,
ভালো সেবা। ভালো পণ্য।,"product, service"
অসাধারণ এবং আসল পণ্য।,product
খুব ভালো এবং ওজনেও ঠিক আছে,product
সব সময়ের মতো ভালো ফ্লেভার।,product
অনেক ভালো।সবাই নিতে পারেন,product
ভালো পণ্য। সুপারিশ।,product
অত্যন্ত সুপারিশ 🤘🤘🤘,
কন্টেনারটি সুন্দর।,
ঠিকমতো মোড়ানো হয়নি।,packaging
"মান ঠিক আছে, খারাপ নয়।",product
আমি এটা ভালোবাসি.. খুব ভালো।,
ঠিকঠাক পেয়েছি। ধন্যবাদ।,
"10/10 টেস্ট, অসাধারণ।",product
অসাধারণ! সুপারিশ!,product
খুব ভালো ছিল প্যাকেজিং,packaging
অনুরোধ মত ডেলিভারি করা হয়েছে।,delivery
ভালো আমি আরো নিতে চাই,product
কখনও হারাতে পারি না 💙,service
দোকানে ৩০ টাকা কম।,price
প্যাকেজিং ভালো নয়।,packaging
মূল্যের পরিমান ঠিক আছে 👌,price
ভাল দামটা বেশী নিল,"product, price"
কফিটা অনেক ভালো।,product
আসল জিনিস। ধন্যবাদ,product
ভালো মনে হচ্ছে।,product
খুবই ভালো এটা 😊😊,product
খুব ভালো কফি,product
"প্রোডাক্ট টা ভালোই,অনেক দেরিতে রিভিউ দিলাম কারণ ভেবেছিলাম ব্যবহার করে রিভিউ দিব,সেলার ভাইয়ের ব্যবহার ও অনেক ভালো","product, seller"
"প্রথমে ভাবতেছিলাম কেমন হবে তা জানি না, কিন্তু খেতে দেখলাম খারাপ নয়... তারিখও আছে। পরের বার আবার অর্ডার দিবো 😁","product, shelf"
মেয়াদ খুবই সীমিত। যদিও মেয়াদোত্তীর্ণ হওয়ার আগেই কফি পাউডার শেষ হয়ে যাবো। তবুও বিজ্ঞাপনের সময় প্রোডাক্ট  ডেসক্রিপশনে মেয়াদ উল্লেখ করা উচিৎ।,shelf
"পুরোপুরি প্রতারণা। টিনের কৌটার কফির দাম 450 যেটা অফার এ 430, (200গ্রাম) আর এমনিতে জাস্ট 200 গ্রামের প্যাকেটটা কিনতে 390 টাকা। আর এমন যে টিনের কৌটার ভেতরে সেই ৩৯০ টাকার  প্লাস্টিকের কফি প্যাকেট ঢুকাই রাখছে , তার চেয়ে বড় কথা ওই প্যাকেটের মধ্যে দাম লেখা ৩৫০ টাকা","product, price"
"সেলারকে ধন্যবাদ, পণ্য অক্ষত ছিল। সেলার রেসপন্স ভালো না, প্রশ্ন করে কোন উত্তর পাইনি। ","product, seller"
প্রাইজ ওভার ল্যাপিং করা....কম দামের জিনিস এক্সট্রা কাগজ লাগিয়ে MRP বাড়াইছে,price
"কফি অসাধারণ ছিল। কন্টেইনার এর লোভে নেওয়া তবে কন্টেইনার টা টুবসা পাইছি। 

","product, packaging"
"""পণ্য ও গুণমান খুব ভালো মনে হয় আমার কাছে, আপনি যদি এই পণ্যটি কিনতে চান""",product
অসাধারণ পণ্য। বিক্রেতা এবং দারাজকে বড় ধন্যবাদ।,"product, seller"
২০০ গ্রামের জারে ঢুকালে অর্ধেক হয়। টেষ্টও জারেরটার মতো না।,product
"885-85: ৮০০ টাকায় ২টি কফি, মেয়াদ বৃদ্ধি পাওয়া।","price, shelf"
অনেক ভালো চাইলে নিতে পারেন ডেট অনেক দিন আছে,shelf
নেসক্যাফের প্রোডাক্ট নিয়ে বলার কিছু নেই ।,"product, seller"
আসল পণ্য। দ্রুত ডেলিভারি।,"product, delivery"
"ছবির মতোই, খুব সুন্দর পণ্য।",product
ভাল । বিক্রেতার জন্য ধন্যবাদ।,"product, seller"
"যেমন প্রত্যাশিত, তেমনি পেয়েছি।",product
খুবই ভালো প্রোডাক্ট,product
প্যাকেট ফুটো ছিল 😢,packaging
"জারটা সেক্সি।
",
আমি পরে আবার পণ্য  কিনে নেব ভাউচার ব্যবহার করে ।দারাজ অফিস হতে কথা বলে আমাকে 50 টাকার ভাউচার দেওয়া হয়েছে এই ভুলের জন্য,"product, price"
"অরিজিনাল ম্যাগি থাই সুপ ছিল। প্রোডাক্ট এর মেয়াদ পর্যাপ্ত আছে। যদিও এগুলোর মেয়াদ খুব বেশি থাকেনা, ৬ মাস থেকে ৭ মাস পর্যন্ত থাকে। প্রোডাক্টের প্যাকেজিং ভালো ছিল। সেলার রেকমেন্ডেড।","product, packaging, seller, shelf"
"আমি অনেক চিন্তিত ছিলাম, কিন্তু সব ঠিক ছিল। বিক্রেতা এবং দারাজকে ধন্যবাদ। এবং প্যাকিং আরও একটু ভালো করে করবেন।","packaging, seller"
প্যাকিং ভালো ছিলো। মেয়াদ আছে ৫ মাস। স্যুপ টা খেতে ভালই। যদিও প্রাইস একটু বেশি।,"product, packaging, price, shelf"
প্যাকেট পালটাইছে তাই দেখতেও সুন্দর লাগতেছে। দাম কমে পাউছি এবং মেয়াদও ছিলো অনেকদিনের। বক্স ছোট হয়ে গেছে। বড় দিলে ভালো হতো,"price, shelf"
অনেক ভালো পেয়েছি। ধন্যবাদ দারাজ।😍🥰 সবাই নিতে পারেন। এর থেকে কম এ কেউ দিতে পারবেনা।কারণ ক্যাশ বাক। ডিসকাউন্ট।🥰😍,"product, price"
"সবাই নিতে পারেন,,প্যাকেজিং খুব ভাল ছিল,মেয়াদ ও আছে অনেক দিন।আমাকে একটি গিফ্ট ও দিয়েছে।। অনেক আন্তরিক সেলার।
ধন্যবাদ দারাজ কে। ","packaging, seller, shelf"
"কী বলব, যেমনটা চেয়েছিলাম তেমনই পেয়েছি। বিক্রেতা ও দারাজকে ধন্যবাদ।","product, seller"
"ধন্যবাদ দারাজ, আমাকে সময় মতো পার্সেলটা দেওয়ার জন্য, সব ঠিকঠাক মতো পেয়েছি, ধন্যবাদ 💖💖",delivery
"সবকিছু ঠিক ছিল 😊😁। কয়েন ডিসকাউন্ট, দারাজ ডিসকাউন্ট এবং বিকাশ ডিসকাউন্ট সহ। ধন্যবাদ।",price
এই প্রথম নিলাম ভালোই খাওয়ার পরে মজা নিবো,
বাজে দুর্গন্ধ। ভিতরের ম্যাটেরিয়ালস পচা। হয়তো অরজিনাল  প্যাকেট সংগ্রহ করে ভিতরে বাজে সুপ দিয়ে প্যাকেট করছে। আমি ফেরত দেওয়ার ব্যবস্থা করছি।,"product, service"
"সব ই ঠিক আছে 
তবে স্টোক সিমিত থাকায় 
আমি সর্বশেষ প্রডাক্ট ১ পিছ ই অর্ডার করতে পেরেছি😓😓😓",product
ধন্যবাদ সেলার এবং রাইডার ভাইকে ঠিক মতো পেয়েছি ডেলিভারী ১ দিনের মধ্যে দেয়াতে।,"delivery, seller, rider"
আলহামদুলিল্লাহ 🥰🥰🥰আমি বুঝা ভালো হবে।,
"খেতে দারুন, দোকানের থেকে ৩ টাকা কমে পেয়েছি দরাজ থেকে। ধন্যবাদ দারাজ। ","product, price"
"কোনো সমস্যা ফেস করিনি, প্রোডাক্টগুলো অনেক ভালোভাবেই হাতে পেয়েছি।",product
ঠিক মতো পেয়েছি ধন্যবাদ সেলার কে।,seller
সিলেটে এই প্রোডাক্টগুলো ৩ দিনের মধ্যে পেয়েছি। সবকিছু ভালো আছে 👍🏼,delivery
দোকানে দাম আরো কম,price
ঠিক মতো পেয়েছি ধন্যবাদ সেলার ভাই ও রাইডার ভাইকে।,"seller, rider"
ঠিক মতো পেয়েছি ধন্যবাদ সেলার এবং রাইডার ভাইকে।,"seller, rider"
"ধন্যবাদ দারাজ, প্রতিটি পণ্যই নিখুঁত।",product
ভালো অবস্থায় পেয়েছি। দ্রুত ডেলিভারি।,delivery
"টেস্টে খারাপ ছিল না 

মোটামুটি ভালই খেতে",product
খুবই ভালো প্রোডাক্ট সবাই নিতে পারেন,product
ঠিক মতো পেয়েছি ধন্যবাদ সেলার কে,seller
